0: red=255, green=255, blue=255, opacity=0
5650: red=255, green=255, blue=255, opacity=0
5651: red=255, green=255, blue=255, opacity=0
5652: red=255, green=255, blue=255, opacity=0
5653: red=255, green=255, blue=255, opacity=0
5654: red=255, green=255, blue=255, opacity=0
5655: red=255, green=255, blue=255, opacity=0
5656: red=255, green=255, blue=255, opacity=0
5657: red=255, green=255, blue=255, opacity=0
5658: red=255, green=255, blue=255, opacity=0
5659: red=255, green=255, blue=255, opacity=0
5660: red=255, green=255, blue=255, opacity=0
5661: red=255, green=255, blue=255, opacity=0
5662: red=255, green=255, blue=255, opacity=0
5663: red=255, green=255, blue=255, opacity=0
5664: red=255, green=255, blue=255, opacity=0
5665: red=255, green=255, blue=255, opacity=0
5666: red=255, green=255, blue=255, opacity=0
5667: red=198, green=206, blue=226, opacity=0
5668: red=35, green=61, blue=132, opacity=0
5669: red=19, green=45, blue=121, opacity=0
5670: red=21, green=54, blue=133, opacity=0
5671: red=21, green=54, blue=133, opacity=0
5672: red=18, green=56, blue=132, opacity=0
5673: red=16, green=54, blue=136, opacity=0
5674: red=42, green=65, blue=120, opacity=0
5675: red=100, green=103, blue=115, opacity=0
5676: red=143, green=137, blue=101, opacity=0
5677: red=85, green=90, blue=103, opacity=0
5678: red=13, green=49, blue=125, opacity=0
5679: red=21, green=55, blue=126, opacity=0
5680: red=21, green=54, blue=133, opacity=0
5681: red=21, green=54, blue=133, opacity=0
5682: red=18, green=54, blue=133, opacity=0
5683: red=21, green=54, blue=133, opacity=0
5684: red=21, green=54, blue=133, opacity=0
5685: red=16, green=49, blue=133, opacity=0
5686: red=26, green=53, blue=131, opacity=0
5687: red=11, green=44, blue=122, opacity=0
5688: red=21, green=54, blue=133, opacity=0
5689: red=18, green=56, blue=136, opacity=0
5690: red=18, green=54, blue=133, opacity=0
5691: red=19, green=54, blue=135, opacity=0
5692: red=18, green=56, blue=132, opacity=0
5693: red=57, green=71, blue=108, opacity=0
5694: red=166, green=154, blue=100, opacity=0
5695: red=143, green=137, blue=101, opacity=0
5696: red=53, green=70, blue=116, opacity=0
5697: red=26, green=53, blue=131, opacity=0
5698: red=33, green=63, blue=127, opacity=0
5699: red=33, green=63, blue=127, opacity=0
5700: red=33, green=63, blue=127, opacity=0
5701: red=99, green=114, blue=162, opacity=0
5702: red=113, green=133, blue=178, opacity=0
5703: red=114, green=138, blue=181, opacity=0
5704: red=47, green=81, blue=151, opacity=0
5705: red=84, green=103, blue=155, opacity=0
5706: red=243, green=246, blue=250, opacity=0
5707: red=254, green=251, blue=250, opacity=0
5708: red=230, green=236, blue=243, opacity=0
5709: red=132, green=146, blue=181, opacity=0
5710: red=144, green=159, blue=195, opacity=0
5711: red=103, green=119, blue=171, opacity=0
5712: red=186, green=196, blue=217, opacity=0
5713: red=184, green=192, blue=207, opacity=0
5714: red=106, green=117, blue=163, opacity=0
5715: red=113, green=140, blue=188, opacity=0
5716: red=51, green=72, blue=137, opacity=0
5717: red=28, green=56, blue=125, opacity=0
5718: red=21, green=54, blue=133, opacity=0
5719: red=18, green=54, blue=133, opacity=0
5720: red=21, green=54, blue=133, opacity=0
5721: red=18, green=54, blue=133, opacity=0
5722: red=18, green=56, blue=132, opacity=0
5723: red=18, green=56, blue=132, opacity=0
5724: red=21, green=54, blue=133, opacity=0
5725: red=28, green=56, blue=125, opacity=0
5726: red=19, green=45, blue=121, opacity=0
5727: red=19, green=54, blue=135, opacity=0
5728: red=18, green=56, blue=132, opacity=0
5729: red=26, green=53, blue=131, opacity=0
5730: red=19, green=54, blue=135, opacity=0
5731: red=19, green=54, blue=135, opacity=0
5732: red=19, green=54, blue=135, opacity=0
5733: red=21, green=54, blue=133, opacity=0
5734: red=21, green=54, blue=133, opacity=0
5735: red=13, green=51, blue=133, opacity=0
5736: red=19, green=54, blue=135, opacity=0
5737: red=84, green=103, blue=155, opacity=0
5738: red=113, green=124, blue=169, opacity=0
5739: red=120, green=136, blue=186, opacity=0
5740: red=157, green=170, blue=196, opacity=0
5741: red=99, green=114, blue=162, opacity=0
5742: red=113, green=133, blue=178, opacity=0
5743: red=120, green=134, blue=170, opacity=0
5744: red=243, green=244, blue=246, opacity=0
5745: red=255, green=255, blue=255, opacity=0
5746: red=255, green=255, blue=253, opacity=0
5747: red=248, green=251, blue=254, opacity=0
5748: red=123, green=146, blue=187, opacity=0
5749: red=90, green=110, blue=160, opacity=0
5750: red=132, green=155, blue=197, opacity=0
5751: red=121, green=142, blue=187, opacity=0
5752: red=89, green=114, blue=169, opacity=0
5753: red=78, green=98, blue=146, opacity=0
5754: red=157, green=170, blue=196, opacity=0
5755: red=158, green=176, blue=204, opacity=0
5756: red=50, green=77, blue=146, opacity=0
5757: red=11, green=46, blue=130, opacity=0
5758: red=48, green=61, blue=116, opacity=0
5759: red=149, green=138, blue=88, opacity=0
5760: red=140, green=130, blue=89, opacity=0
5761: red=29, green=55, blue=118, opacity=0
5762: red=16, green=54, blue=136, opacity=0
5763: red=21, green=49, blue=130, opacity=0
5764: red=21, green=54, blue=133, opacity=0
5765: red=21, green=54, blue=133, opacity=0
5766: red=18, green=56, blue=132, opacity=0
5767: red=19, green=54, blue=135, opacity=0
5768: red=21, green=54, blue=133, opacity=0
5769: red=21, green=54, blue=133, opacity=0
5770: red=28, green=56, blue=125, opacity=0
5771: red=26, green=53, blue=131, opacity=0
5772: red=63, green=74, blue=113, opacity=0
5773: red=159, green=142, blue=84, opacity=0
5774: red=248, green=208, blue=54, opacity=0
5775: red=235, green=197, blue=58, opacity=0
5776: red=221, green=187, blue=58, opacity=0
5777: red=194, green=173, blue=84, opacity=0
5778: red=166, green=154, blue=100, opacity=0
5779: red=92, green=97, blue=107, opacity=0
5780: red=21, green=49, blue=130, opacity=0
5781: red=21, green=53, blue=130, opacity=0
5782: red=21, green=54, blue=133, opacity=0
5783: red=21, green=54, blue=133, opacity=0
5784: red=18, green=54, blue=133, opacity=0
5785: red=21, green=54, blue=133, opacity=0
5786: red=170, green=179, blue=202, opacity=0
5787: red=255, green=255, blue=255, opacity=0
5788: red=254, green=251, blue=250, opacity=0
5789: red=253, green=253, blue=255, opacity=0
5790: red=255, green=255, blue=255, opacity=0
5791: red=255, green=255, blue=255, opacity=0
5792: red=255, green=255, blue=255, opacity=0
5793: red=255, green=255, blue=255, opacity=0
5794: red=255, green=255, blue=255, opacity=0
5795: red=255, green=255, blue=255, opacity=0
5796: red=255, green=255, blue=255, opacity=0
5797: red=255, green=255, blue=255, opacity=0
5798: red=255, green=255, blue=255, opacity=0
5799: red=255, green=255, blue=255, opacity=0
5800: red=255, green=255, blue=255, opacity=0
5801: red=255, green=255, blue=255, opacity=0
5802: red=255, green=255, blue=255, opacity=0
5803: red=255, green=255, blue=255, opacity=0
5804: red=255, green=255, blue=255, opacity=0
5805: red=255, green=255, blue=255, opacity=0
5806: red=255, green=255, blue=255, opacity=0
5807: red=255, green=255, blue=255, opacity=0
5808: red=255, green=255, blue=255, opacity=0
5809: red=255, green=255, blue=255, opacity=0
5810: red=255, green=255, blue=255, opacity=0
5811: red=255, green=255, blue=255, opacity=0
5812: red=106, green=117, blue=163, opacity=0
5813: red=11, green=44, blue=122, opacity=0
5814: red=19, green=45, blue=121, opacity=0
5815: red=11, green=46, blue=130, opacity=0
5816: red=16, green=54, blue=133, opacity=0
5817: red=18, green=54, blue=133, opacity=0
5818: red=21, green=54, blue=133, opacity=0
5819: red=27, green=57, blue=131, opacity=0
5820: red=18, green=54, blue=133, opacity=0
5821: red=92, green=97, blue=107, opacity=0
5822: red=121, green=117, blue=98, opacity=0
5823: red=21, green=49, blue=130, opacity=0
5824: red=26, green=53, blue=131, opacity=0
5825: red=21, green=54, blue=133, opacity=0
5826: red=18, green=56, blue=132, opacity=0
5827: red=19, green=52, blue=135, opacity=0
5828: red=18, green=54, blue=133, opacity=0
5829: red=16, green=54, blue=133, opacity=0
5830: red=26, green=51, blue=124, opacity=0
5831: red=21, green=54, blue=133, opacity=0
5832: red=21, green=54, blue=133, opacity=0
5833: red=18, green=54, blue=133, opacity=0
5834: red=21, green=54, blue=133, opacity=0
5835: red=21, green=54, blue=133, opacity=0
5836: red=16, green=49, blue=133, opacity=0
5837: red=63, green=74, blue=113, opacity=0
5838: red=167, green=151, blue=86, opacity=0
5839: red=143, green=137, blue=101, opacity=0
5840: red=36, green=56, blue=120, opacity=0
5841: red=66, green=93, blue=160, opacity=0
5842: red=113, green=134, blue=184, opacity=0
5843: red=97, green=122, blue=172, opacity=0
5844: red=114, green=138, blue=181, opacity=0
5845: red=113, green=134, blue=184, opacity=0
5846: red=131, green=141, blue=181, opacity=0
5847: red=133, green=159, blue=202, opacity=0
5848: red=122, green=149, blue=195, opacity=0
5849: red=56, green=84, blue=152, opacity=0
5850: red=84, green=107, blue=165, opacity=0
5851: red=243, green=246, blue=250, opacity=0
5852: red=250, green=253, blue=250, opacity=0
5853: red=155, green=165, blue=194, opacity=0
5854: red=126, green=145, blue=176, opacity=0
5855: red=132, green=146, blue=181, opacity=0
5856: red=170, green=179, blue=202, opacity=0
5857: red=186, green=196, blue=217, opacity=0
5858: red=106, green=117, blue=163, opacity=0
5859: red=130, green=151, blue=193, opacity=0
5860: red=40, green=67, blue=136, opacity=0
5861: red=17, green=49, blue=129, opacity=0
5862: red=21, green=54, blue=133, opacity=0
5863: red=21, green=54, blue=133, opacity=0
5864: red=18, green=54, blue=133, opacity=0
5865: red=21, green=54, blue=133, opacity=0
5866: red=21, green=54, blue=133, opacity=0
5867: red=16, green=49, blue=133, opacity=0
5868: red=26, green=53, blue=131, opacity=0
5869: red=11, green=44, blue=122, opacity=0
5870: red=21, green=54, blue=133, opacity=0
5871: red=18, green=56, blue=136, opacity=0
5872: red=18, green=54, blue=133, opacity=0
5873: red=19, green=54, blue=135, opacity=0
5874: red=18, green=56, blue=132, opacity=0
5875: red=26, green=53, blue=131, opacity=0
5876: red=16, green=54, blue=133, opacity=0
5877: red=16, green=54, blue=136, opacity=0
5878: red=18, green=56, blue=132, opacity=0
5879: red=18, green=54, blue=133, opacity=0
5880: red=19, green=45, blue=121, opacity=0
5881: red=29, green=55, blue=118, opacity=0
5882: red=19, green=54, blue=135, opacity=0
5883: red=73, green=97, blue=156, opacity=0
5884: red=105, green=124, blue=172, opacity=0
5885: red=126, green=145, blue=176, opacity=0
5886: red=132, green=146, blue=181, opacity=0
5887: red=99, green=120, blue=164, opacity=0
5888: red=103, green=119, blue=171, opacity=0
5889: red=178, green=184, blue=204, opacity=0
5890: red=255, green=255, blue=255, opacity=0
5891: red=248, green=248, blue=239, opacity=0
5892: red=248, green=251, blue=254, opacity=0
5893: red=123, green=146, blue=187, opacity=0
5894: red=84, green=107, blue=165, opacity=0
5895: red=106, green=136, blue=191, opacity=0
5896: red=50, green=77, blue=146, opacity=0
5897: red=96, green=116, blue=172, opacity=0
5898: red=140, green=162, blue=200, opacity=0
5899: red=140, green=162, blue=200, opacity=0
5900: red=95, green=128, blue=182, opacity=0
5901: red=27, green=60, blue=137, opacity=0
5902: red=18, green=56, blue=132, opacity=0
5903: red=50, green=77, blue=146, opacity=0
5904: red=52, green=62, blue=110, opacity=0
5905: red=156, green=146, blue=93, opacity=0
5906: red=121, green=117, blue=98, opacity=0
5907: red=28, green=56, blue=125, opacity=0
5908: red=13, green=49, blue=125, opacity=0
5909: red=16, green=49, blue=133, opacity=0
5910: red=16, green=54, blue=136, opacity=0
5911: red=18, green=52, blue=132, opacity=0
5912: red=21, green=55, blue=126, opacity=0
5913: red=18, green=56, blue=132, opacity=0
5914: red=13, green=49, blue=125, opacity=0
5915: red=18, green=52, blue=132, opacity=0
5916: red=68, green=75, blue=105, opacity=0
5917: red=205, green=177, blue=71, opacity=0
5918: red=248, green=208, blue=54, opacity=0
5919: red=167, green=151, blue=86, opacity=0
5920: red=96, green=99, blue=92, opacity=0
5921: red=61, green=79, blue=119, opacity=0
5922: red=57, green=71, blue=108, opacity=0
5923: red=84, green=88, blue=95, opacity=0
5924: red=156, green=146, blue=93, opacity=0
5925: red=109, green=111, blue=103, opacity=0
5926: red=21, green=49, blue=130, opacity=0
5927: red=19, green=54, blue=135, opacity=0
5928: red=19, green=54, blue=135, opacity=0
5929: red=19, green=54, blue=135, opacity=0
5930: red=21, green=54, blue=133, opacity=0
5931: red=67, green=90, blue=151, opacity=0
5932: red=243, green=244, blue=246, opacity=0
5933: red=255, green=255, blue=255, opacity=0
5934: red=255, green=255, blue=253, opacity=0
5935: red=248, green=251, blue=254, opacity=0
5936: red=255, green=255, blue=255, opacity=0
5937: red=255, green=255, blue=255, opacity=0
5938: red=255, green=255, blue=255, opacity=0
5939: red=255, green=255, blue=255, opacity=0
5940: red=255, green=255, blue=255, opacity=0
5941: red=255, green=255, blue=255, opacity=0
5942: red=255, green=255, blue=255, opacity=0
5943: red=255, green=255, blue=255, opacity=0
5944: red=255, green=255, blue=255, opacity=0
5945: red=255, green=255, blue=255, opacity=0
5946: red=255, green=255, blue=255, opacity=0
5947: red=255, green=255, blue=255, opacity=0
5948: red=255, green=255, blue=255, opacity=0
5949: red=255, green=255, blue=255, opacity=0
5950: red=255, green=255, blue=255, opacity=0
5951: red=255, green=255, blue=255, opacity=0
5952: red=255, green=255, blue=255, opacity=0
5953: red=255, green=255, blue=255, opacity=0
5954: red=255, green=255, blue=255, opacity=0
5955: red=255, green=255, blue=255, opacity=0
5956: red=195, green=201, blue=219, opacity=0
5957: red=33, green=63, blue=127, opacity=0
5958: red=19, green=45, blue=121, opacity=0
5959: red=11, green=44, blue=122, opacity=0
5960: red=21, green=54, blue=133, opacity=0
5961: red=18, green=56, blue=132, opacity=0
5962: red=21, green=54, blue=133, opacity=0
5963: red=45, green=65, blue=112, opacity=0
5964: red=21, green=55, blue=126, opacity=0
5965: red=21, green=54, blue=133, opacity=0
5966: red=68, green=75, blue=105, opacity=0
5967: red=140, green=130, blue=89, opacity=0
5968: red=26, green=51, blue=124, opacity=0
5969: red=11, green=44, blue=122, opacity=0
5970: red=18, green=54, blue=133, opacity=0
5971: red=18, green=54, blue=133, opacity=0
5972: red=21, green=54, blue=133, opacity=0
5973: red=16, green=54, blue=133, opacity=0
5974: red=76, green=84, blue=107, opacity=0
5975: red=71, green=83, blue=116, opacity=0
5976: red=26, green=53, blue=131, opacity=0
5977: red=26, green=53, blue=131, opacity=0
5978: red=21, green=54, blue=133, opacity=0
5979: red=26, green=53, blue=131, opacity=0
5980: red=16, green=54, blue=133, opacity=0
5981: red=48, green=61, blue=116, opacity=0
5982: red=149, green=138, blue=88, opacity=0
5983: red=156, green=146, blue=93, opacity=0
5984: red=29, green=55, blue=118, opacity=0
5985: red=13, green=51, blue=133, opacity=0
5986: red=13, green=51, blue=133, opacity=0
5987: red=21, green=54, blue=133, opacity=0
5988: red=40, green=67, blue=136, opacity=0
5989: red=120, green=134, blue=170, opacity=0
5990: red=130, green=151, blue=193, opacity=0
5991: red=133, green=159, blue=202, opacity=0
5992: red=152, green=173, blue=209, opacity=0
5993: red=158, green=176, blue=204, opacity=0
5994: red=73, green=97, blue=156, opacity=0
5995: red=84, green=103, blue=155, opacity=0
5996: red=243, green=246, blue=250, opacity=0
5997: red=219, green=227, blue=237, opacity=0
5998: red=108, green=123, blue=162, opacity=0
5999: red=140, green=162, blue=200, opacity=0
6000: red=140, green=162, blue=200, opacity=0
6001: red=213, green=223, blue=237, opacity=0
6002: red=120, green=134, blue=170, opacity=0
6003: red=132, green=146, blue=181, opacity=0
6004: red=51, green=72, blue=137, opacity=0
6005: red=28, green=56, blue=125, opacity=0
6006: red=21, green=54, blue=133, opacity=0
6007: red=18, green=54, blue=133, opacity=0
6008: red=18, green=56, blue=132, opacity=0
6009: red=19, green=54, blue=135, opacity=0
6010: red=21, green=54, blue=133, opacity=0
6011: red=21, green=54, blue=133, opacity=0
6012: red=28, green=56, blue=125, opacity=0
6013: red=26, green=53, blue=131, opacity=0
6014: red=16, green=54, blue=136, opacity=0
6015: red=26, green=53, blue=131, opacity=0
6016: red=16, green=54, blue=136, opacity=0
6017: red=16, green=54, blue=133, opacity=0
6018: red=18, green=56, blue=136, opacity=0
6019: red=18, green=56, blue=136, opacity=0
6020: red=18, green=54, blue=133, opacity=0
6021: red=21, green=54, blue=133, opacity=0
6022: red=18, green=54, blue=133, opacity=0
6023: red=18, green=56, blue=132, opacity=0
6024: red=18, green=56, blue=132, opacity=0
6025: red=21, green=54, blue=133, opacity=0
6026: red=28, green=56, blue=125, opacity=0
6027: red=19, green=45, blue=121, opacity=0
6028: red=19, green=54, blue=135, opacity=0
6029: red=74, green=102, blue=165, opacity=0
6030: red=113, green=124, blue=169, opacity=0
6031: red=144, green=159, blue=195, opacity=0
6032: red=120, green=134, blue=170, opacity=0
6033: red=108, green=130, blue=173, opacity=0
6034: red=129, green=140, blue=172, opacity=0
6035: red=230, green=236, blue=243, opacity=0
6036: red=255, green=255, blue=255, opacity=0
6037: red=255, green=255, blue=255, opacity=0
6038: red=122, green=140, blue=180, opacity=0
6039: red=67, green=90, blue=151, opacity=0
6040: red=62, green=78, blue=139, opacity=0
6041: red=17, green=53, blue=128, opacity=0
6042: red=53, green=70, blue=116, opacity=0
6043: red=132, green=155, blue=197, opacity=0
6044: red=103, green=119, blue=171, opacity=0
6045: red=28, green=56, blue=125, opacity=0
6046: red=13, green=49, blue=125, opacity=0
6047: red=57, green=81, blue=142, opacity=0
6048: red=74, green=102, blue=165, opacity=0
6049: red=17, green=49, blue=129, opacity=0
6050: red=48, green=61, blue=116, opacity=0
6051: red=149, green=138, blue=88, opacity=0
6052: red=121, green=117, blue=98, opacity=0
6053: red=13, green=51, blue=133, opacity=0
6054: red=21, green=53, blue=130, opacity=0
6055: red=18, green=56, blue=132, opacity=0
6056: red=19, green=54, blue=135, opacity=0
6057: red=21, green=54, blue=133, opacity=0
6058: red=21, green=54, blue=133, opacity=0
6059: red=28, green=56, blue=125, opacity=0
6060: red=26, green=53, blue=131, opacity=0
6061: red=159, green=142, blue=84, opacity=0
6062: red=248, green=208, blue=54, opacity=0
6063: red=140, green=130, blue=89, opacity=0
6064: red=33, green=63, blue=127, opacity=0
6065: red=13, green=51, blue=133, opacity=0
6066: red=13, green=51, blue=133, opacity=0
6067: red=21, green=54, blue=133, opacity=0
6068: red=16, green=54, blue=133, opacity=0
6069: red=41, green=59, blue=111, opacity=0
6070: red=121, green=120, blue=111, opacity=0
6071: red=92, green=97, blue=107, opacity=0
6072: red=21, green=49, blue=130, opacity=0
6073: red=21, green=53, blue=130, opacity=0
6074: red=21, green=54, blue=133, opacity=0
6075: red=16, green=54, blue=136, opacity=0
6076: red=16, green=54, blue=136, opacity=0
6077: red=157, green=170, blue=196, opacity=0
6078: red=255, green=255, blue=255, opacity=0
6079: red=255, green=255, blue=255, opacity=0
6080: red=255, green=255, blue=255, opacity=0
6081: red=255, green=255, blue=255, opacity=0
6082: red=255, green=255, blue=255, opacity=0
6083: red=255, green=255, blue=255, opacity=0
6084: red=255, green=255, blue=255, opacity=0
6085: red=255, green=255, blue=255, opacity=0
6086: red=255, green=255, blue=255, opacity=0
6087: red=255, green=255, blue=255, opacity=0
6088: red=255, green=255, blue=255, opacity=0
6089: red=255, green=255, blue=255, opacity=0
6090: red=255, green=255, blue=255, opacity=0
6091: red=255, green=255, blue=255, opacity=0
6092: red=255, green=255, blue=255, opacity=0
6093: red=255, green=255, blue=255, opacity=0
6094: red=255, green=255, blue=255, opacity=0
6095: red=255, green=255, blue=255, opacity=0
6096: red=255, green=255, blue=255, opacity=0
6097: red=255, green=255, blue=255, opacity=0
6098: red=255, green=255, blue=255, opacity=0
6099: red=255, green=255, blue=255, opacity=0
6100: red=255, green=255, blue=255, opacity=0
6101: red=103, green=119, blue=171, opacity=0
6102: red=28, green=56, blue=125, opacity=0
6103: red=21, green=54, blue=133, opacity=0
6104: red=21, green=54, blue=133, opacity=0
6105: red=18, green=54, blue=133, opacity=0
6106: red=21, green=54, blue=133, opacity=0
6107: red=52, green=62, blue=110, opacity=0
6108: red=140, green=130, blue=89, opacity=0
6109: red=57, green=71, blue=108, opacity=0
6110: red=27, green=57, blue=131, opacity=0
6111: red=48, green=61, blue=116, opacity=0
6112: red=131, green=121, blue=90, opacity=0
6113: red=115, green=109, blue=88, opacity=0
6114: red=100, green=93, blue=92, opacity=0
6115: red=115, green=109, blue=88, opacity=0
6116: red=150, green=133, blue=76, opacity=0
6117: red=170, green=150, blue=75, opacity=0
6118: red=184, green=164, blue=80, opacity=0
6119: red=177, green=158, blue=85, opacity=0
6120: red=76, green=84, blue=107, opacity=0
6121: red=26, green=51, blue=124, opacity=0
6122: red=18, green=52, blue=132, opacity=0
6123: red=15, green=52, blue=136, opacity=0
6124: red=18, green=54, blue=133, opacity=0
6125: red=21, green=54, blue=133, opacity=0
6126: red=143, green=137, blue=101, opacity=0
6127: red=167, green=151, blue=86, opacity=0
6128: red=36, green=56, blue=120, opacity=0
6129: red=13, green=51, blue=133, opacity=0
6130: red=13, green=51, blue=133, opacity=0
6131: red=21, green=54, blue=133, opacity=0
6132: red=16, green=54, blue=133, opacity=0
6133: red=18, green=56, blue=132, opacity=0
6134: red=46, green=79, blue=141, opacity=0
6135: red=123, green=146, blue=187, opacity=0
6136: red=132, green=148, blue=187, opacity=0
6137: red=138, green=151, blue=189, opacity=0
6138: red=144, green=159, blue=195, opacity=0
6139: red=67, green=90, blue=151, opacity=0
6140: red=84, green=103, blue=155, opacity=0
6141: red=243, green=246, blue=250, opacity=0
6142: red=164, green=179, blue=210, opacity=0
6143: red=121, green=142, blue=187, opacity=0
6144: red=126, green=145, blue=176, opacity=0
6145: red=192, green=209, blue=227, opacity=0
6146: red=151, green=162, blue=188, opacity=0
6147: red=140, green=154, blue=187, opacity=0
6148: red=84, green=107, blue=165, opacity=0
6149: red=19, green=45, blue=121, opacity=0
6150: red=11, green=44, blue=122, opacity=0
6151: red=11, green=46, blue=130, opacity=0
6152: red=21, green=54, blue=133, opacity=0
6153: red=18, green=56, blue=132, opacity=0
6154: red=21, green=55, blue=126, opacity=0
6155: red=21, green=54, blue=133, opacity=0
6156: red=21, green=54, blue=133, opacity=0
6157: red=26, green=53, blue=131, opacity=0
6158: red=21, green=54, blue=133, opacity=0
6159: red=16, green=54, blue=133, opacity=0
6160: red=16, green=54, blue=136, opacity=0
6161: red=18, green=56, blue=132, opacity=0
6162: red=18, green=54, blue=133, opacity=0
6163: red=19, green=45, blue=121, opacity=0
6164: red=29, green=55, blue=118, opacity=0
6165: red=19, green=54, blue=135, opacity=0
6166: red=26, green=53, blue=131, opacity=0
6167: red=21, green=55, blue=126, opacity=0
6168: red=18, green=56, blue=132, opacity=0
6169: red=19, green=54, blue=135, opacity=0
6170: red=29, green=55, blue=118, opacity=0
6171: red=21, green=54, blue=133, opacity=0
6172: red=21, green=54, blue=133, opacity=0
6173: red=18, green=54, blue=133, opacity=0
6174: red=21, green=54, blue=133, opacity=0
6175: red=97, green=122, blue=172, opacity=0
6176: red=114, green=138, blue=181, opacity=0
6177: red=149, green=167, blue=198, opacity=0
6178: red=108, green=123, blue=162, opacity=0
6179: red=113, green=133, blue=178, opacity=0
6180: red=181, green=189, blue=213, opacity=0
6181: red=255, green=255, blue=253, opacity=0
6182: red=255, green=255, blue=255, opacity=0
6183: red=132, green=146, blue=181, opacity=0
6184: red=99, green=114, blue=162, opacity=0
6185: red=97, green=122, blue=172, opacity=0
6186: red=46, green=79, blue=141, opacity=0
6187: red=84, green=107, blue=165, opacity=0
6188: red=133, green=159, blue=202, opacity=0
6189: red=122, green=149, blue=195, opacity=0
6190: red=27, green=57, blue=131, opacity=0
6191: red=18, green=54, blue=133, opacity=0
6192: red=57, green=90, blue=160, opacity=0
6193: red=17, green=53, blue=128, opacity=0
6194: red=53, green=70, blue=116, opacity=0
6195: red=28, green=56, blue=125, opacity=0
6196: red=45, green=65, blue=112, opacity=0
6197: red=156, green=146, blue=93, opacity=0
6198: red=71, green=83, blue=116, opacity=0
6199: red=27, green=57, blue=131, opacity=0
6200: red=21, green=54, blue=133, opacity=0
6201: red=21, green=54, blue=133, opacity=0
6202: red=18, green=54, blue=133, opacity=0
6203: red=21, green=54, blue=133, opacity=0
6204: red=21, green=54, blue=133, opacity=0
6205: red=71, green=83, blue=116, opacity=0
6206: red=224, green=193, blue=62, opacity=0
6207: red=180, green=157, blue=73, opacity=0
6208: red=36, green=56, blue=120, opacity=0
6209: red=27, green=57, blue=131, opacity=0
6210: red=21, green=54, blue=133, opacity=0
6211: red=18, green=54, blue=133, opacity=0
6212: red=21, green=54, blue=133, opacity=0
6213: red=19, green=52, blue=138, opacity=0
6214: red=21, green=54, blue=133, opacity=0
6215: red=53, green=70, blue=116, opacity=0
6216: red=121, green=117, blue=98, opacity=0
6217: red=45, green=65, blue=112, opacity=0
6218: red=21, green=55, blue=126, opacity=0
6219: red=21, green=54, blue=133, opacity=0
6220: red=18, green=54, blue=133, opacity=0
6221: red=13, green=51, blue=133, opacity=0
6222: red=79, green=93, blue=149, opacity=0
6223: red=230, green=236, blue=243, opacity=0
6224: red=255, green=255, blue=253, opacity=0
6225: red=255, green=255, blue=255, opacity=0
6226: red=255, green=255, blue=255, opacity=0
6227: red=255, green=255, blue=255, opacity=0
6228: red=255, green=255, blue=255, opacity=0
6229: red=255, green=255, blue=255, opacity=0
6230: red=255, green=255, blue=255, opacity=0
6231: red=255, green=255, blue=255, opacity=0
6232: red=255, green=255, blue=255, opacity=0
6233: red=255, green=255, blue=255, opacity=0
6234: red=255, green=255, blue=255, opacity=0
6235: red=255, green=255, blue=255, opacity=0
6236: red=255, green=255, blue=255, opacity=0
6237: red=255, green=255, blue=255, opacity=0
6238: red=255, green=255, blue=255, opacity=0
6239: red=255, green=255, blue=255, opacity=0
6240: red=255, green=255, blue=255, opacity=0
6241: red=255, green=255, blue=255, opacity=0
6242: red=255, green=255, blue=255, opacity=0
6243: red=255, green=255, blue=255, opacity=0
6244: red=255, green=255, blue=255, opacity=0
6245: red=195, green=201, blue=219, opacity=0
6246: red=33, green=63, blue=127, opacity=0
6247: red=19, green=45, blue=121, opacity=0
6248: red=11, green=44, blue=122, opacity=0
6249: red=21, green=54, blue=133, opacity=0
6250: red=18, green=56, blue=132, opacity=0
6251: red=21, green=54, blue=133, opacity=0
6252: red=121, green=117, blue=98, opacity=0
6253: red=248, green=208, blue=54, opacity=0
6254: red=170, green=150, blue=75, opacity=0
6255: red=76, green=84, blue=107, opacity=0
6256: red=26, green=50, blue=117, opacity=0
6257: red=121, green=117, blue=98, opacity=0
6258: red=248, green=208, blue=54, opacity=0
6259: red=234, green=198, blue=68, opacity=0
6260: red=235, green=197, blue=58, opacity=0
6261: red=221, green=187, blue=58, opacity=0
6262: red=235, green=195, blue=49, opacity=0
6263: red=221, green=187, blue=58, opacity=0
6264: red=109, green=111, blue=103, opacity=0
6265: red=21, green=49, blue=130, opacity=0
6266: red=19, green=54, blue=135, opacity=0
6267: red=21, green=55, blue=126, opacity=0
6268: red=24, green=52, blue=136, opacity=0
6269: red=24, green=52, blue=136, opacity=0
6270: red=76, green=84, blue=107, opacity=0
6271: red=177, green=158, blue=85, opacity=0
6272: red=63, green=74, blue=113, opacity=0
6273: red=20, green=50, blue=125, opacity=0
6274: red=21, green=54, blue=133, opacity=0
6275: red=21, green=54, blue=133, opacity=0
6276: red=21, green=55, blue=126, opacity=0
6277: red=50, green=77, blue=146, opacity=0
6278: red=11, green=46, blue=130, opacity=0
6279: red=50, green=77, blue=146, opacity=0
6280: red=123, green=146, blue=187, opacity=0
6281: red=114, green=138, blue=181, opacity=0
6282: red=66, green=93, blue=160, opacity=0
6283: red=123, green=146, blue=187, opacity=0
6284: red=47, green=81, blue=151, opacity=0
